name,province_fuel_id,district_fuel_id
Colombo,1,1
Gampaha,1,2
Kalutara,1,3
Kandy,4,7
Matale,4,10
Nuwara Eliya,11,3
Galle,2,4
Matara,2,5
Hambantota,2,23
Jaffna,6,17
Mannar,6,18
Vavuniya,6,20
Mullaitivu,6,19
Kilinochchi,6,21
Batticaloa,8,12
Ampara,8,13
Trincomalee,8,14
Kurunegala,3,6
Puttalam,3,8
Anuradhapura,7,15
Polonnaruwa,7,16
Badulla,9,24
Moneragala,9,25
Ratnapura,5,9
Kegalle,5,22
